time	nose_x	nose_y	r_shoulder_x	r_shoulder_y	l_shoulder_x	l_shooulder_t	cursor_x	cursor_y	block	repetition	target	trial	state	comeback	is_blind	at_home	count_mouse	score
1.8813999999983935	0.0	0.0	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
36.38220000000729	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
71.56979999999749	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
106.37230000000272	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
140.62219999999797	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
174.31350000000384	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
208.4991000000009	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
243.43129999999655	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
277.385300000009	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
311.48979999999574	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
345.51350000000093	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
380.7676000000065	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
414.83000000000175	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
448.4979000000021	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
482.3076000000001	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
516.3110000000015	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
550.3196000000025	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
585.3291000000027	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
620.357799999998	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
655.8176000000094	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
690.3073000000004	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
724.3657999999996	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
758.4389000000083	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
792.4475999999995	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
827.3141000000032	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
861.3436000000074	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
896.4220999999961	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
931.4020000000019	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
966.8453000000009	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
1004.1702000000078	0.0	0.0	1.0637900775796207	0.4949345671257559	1	1	0	1	0	1	0	1	0	0
1038.3196000000025	0.0	0.0	1.0637900775796207	0.4949345671257559	1	1	0	1	0	1	0	1	0	0
1072.4618000000046	0.4931124746799469	0.7804830074310303	1.0637900775796207	0.4949345671257559	1	1	0	1	1	1	0	1	0	0
1106.4269000000058	0.4931124746799469	0.7804830074310303	1.0637900775796207	0.4949345671257559	1	1	0	1	1	1	0	1	0	0
1141.345199999996	0.4931124746799469	0.7804830074310303	1.0637900775796207	0.4949345671257559	1	1	0	1	1	1	0	1	0	0
1175.3965000000026	0.4931124746799469	0.7804830074310303	1.0637900775796207	0.4949345671257559	1	1	0	1	1	1	0	1	0	0
1210.3269	0.4931124746799469	0.7804830074310303	1.0637900775796207	0.4949345671257559	1	1	0	1	1	1	0	1	0	0
1244.7265000000043	0.4931124746799469	0.7804830074310303	1.0637900775796207	0.4949345671257559	1	1	0	1	1	1	0	1	0	0
1278.4294999999984	0.4931124746799469	0.7804830074310303	1.0637900775796207	0.4949345671257559	1	1	0	1	1	1	0	1	0	0
1313.537400000001	0.4931124746799469	0.7804830074310303	1.0637900775796207	0.4949345671257559	1	1	0	1	1	1	0	1	0	0
